Entities,Start_index,End_index,Label,Doc_ID,title,description,date,transcriber name,transcript status
Romare,3252,3258,ORG,RG_9_8_132,"Rhoden, John, Romare Bearden, and Larry Wilson -- A Sculptor, an Artist, and a Representative from Philip Morris, Inc.","Dr. Roscoe C. Brown, Jr., artists Romare Bearden and John Roden, and sponsor Larry Wilson discuss the Brooklyn Museum of Art's exhibition <emph render=""italic"">Two Centuries of Black American Art</emph>.",1977-07-28,Allison Chomet,Finished
the National Endowment for the Humanities,3987,4028,ORG,RG_9_8_132,"Rhoden, John, Romare Bearden, and Larry Wilson -- A Sculptor, an Artist, and a Representative from Philip Morris, Inc.","Dr. Roscoe C. Brown, Jr., artists Romare Bearden and John Roden, and sponsor Larry Wilson discuss the Brooklyn Museum of Art's exhibition <emph render=""italic"">Two Centuries of Black American Art</emph>.",1977-07-28,Allison Chomet,Finished
David Driscoll,4069,4083,PERSON,RG_9_8_132,"Rhoden, John, Romare Bearden, and Larry Wilson -- A Sculptor, an Artist, and a Representative from Philip Morris, Inc.","Dr. Roscoe C. Brown, Jr., artists Romare Bearden and John Roden, and sponsor Larry Wilson discuss the Brooklyn Museum of Art's exhibition <emph render=""italic"">Two Centuries of Black American Art</emph>.",1977-07-28,Allison Chomet,Finished
Philip Morris,4299,4312,ORG,RG_9_8_132,"Rhoden, John, Romare Bearden, and Larry Wilson -- A Sculptor, an Artist, and a Representative from Philip Morris, Inc.","Dr. Roscoe C. Brown, Jr., artists Romare Bearden and John Roden, and sponsor Larry Wilson discuss the Brooklyn Museum of Art's exhibition <emph render=""italic"">Two Centuries of Black American Art</emph>.",1977-07-28,Allison Chomet,Finished
the Board of Trustees,4376,4397,ORG,RG_9_8_132,"Rhoden, John, Romare Bearden, and Larry Wilson -- A Sculptor, an Artist, and a Representative from Philip Morris, Inc.","Dr. Roscoe C. Brown, Jr., artists Romare Bearden and John Roden, and sponsor Larry Wilson discuss the Brooklyn Museum of Art's exhibition <emph render=""italic"">Two Centuries of Black American Art</emph>.",1977-07-28,Allison Chomet,Finished
the Los Angeles County Museum,4401,4430,ORG,RG_9_8_132,"Rhoden, John, Romare Bearden, and Larry Wilson -- A Sculptor, an Artist, and a Representative from Philip Morris, Inc.","Dr. Roscoe C. Brown, Jr., artists Romare Bearden and John Roden, and sponsor Larry Wilson discuss the Brooklyn Museum of Art's exhibition <emph render=""italic"">Two Centuries of Black American Art</emph>.",1977-07-28,Allison Chomet,Finished
the Los Angeles County Museum,4474,4503,ORG,RG_9_8_132,"Rhoden, John, Romare Bearden, and Larry Wilson -- A Sculptor, an Artist, and a Representative from Philip Morris, Inc.","Dr. Roscoe C. Brown, Jr., artists Romare Bearden and John Roden, and sponsor Larry Wilson discuss the Brooklyn Museum of Art's exhibition <emph render=""italic"">Two Centuries of Black American Art</emph>.",1977-07-28,Allison Chomet,Finished
Joseph Cullman,4567,4581,PERSON,RG_9_8_132,"Rhoden, John, Romare Bearden, and Larry Wilson -- A Sculptor, an Artist, and a Representative from Philip Morris, Inc.","Dr. Roscoe C. Brown, Jr., artists Romare Bearden and John Roden, and sponsor Larry Wilson discuss the Brooklyn Museum of Art's exhibition <emph render=""italic"">Two Centuries of Black American Art</emph>.",1977-07-28,Allison Chomet,Finished
Philip Morris,5036,5049,ORG,RG_9_8_132,"Rhoden, John, Romare Bearden, and Larry Wilson -- A Sculptor, an Artist, and a Representative from Philip Morris, Inc.","Dr. Roscoe C. Brown, Jr., artists Romare Bearden and John Roden, and sponsor Larry Wilson discuss the Brooklyn Museum of Art's exhibition <emph render=""italic"">Two Centuries of Black American Art</emph>.",1977-07-28,Allison Chomet,Finished
Arts,5078,5082,ORG,RG_9_8_132,"Rhoden, John, Romare Bearden, and Larry Wilson -- A Sculptor, an Artist, and a Representative from Philip Morris, Inc.","Dr. Roscoe C. Brown, Jr., artists Romare Bearden and John Roden, and sponsor Larry Wilson discuss the Brooklyn Museum of Art's exhibition <emph render=""italic"">Two Centuries of Black American Art</emph>.",1977-07-28,Allison Chomet,Finished
John,5418,5422,PERSON,RG_9_8_132,"Rhoden, John, Romare Bearden, and Larry Wilson -- A Sculptor, an Artist, and a Representative from Philip Morris, Inc.","Dr. Roscoe C. Brown, Jr., artists Romare Bearden and John Roden, and sponsor Larry Wilson discuss the Brooklyn Museum of Art's exhibition <emph render=""italic"">Two Centuries of Black American Art</emph>.",1977-07-28,Allison Chomet,Finished
"Romare, Bearden",6884,6899,ORG,RG_9_8_132,"Rhoden, John, Romare Bearden, and Larry Wilson -- A Sculptor, an Artist, and a Representative from Philip Morris, Inc.","Dr. Roscoe C. Brown, Jr., artists Romare Bearden and John Roden, and sponsor Larry Wilson discuss the Brooklyn Museum of Art's exhibition <emph render=""italic"">Two Centuries of Black American Art</emph>.",1977-07-28,Allison Chomet,Finished
Joshua Johnson,7397,7411,PERSON,RG_9_8_132,"Rhoden, John, Romare Bearden, and Larry Wilson -- A Sculptor, an Artist, and a Representative from Philip Morris, Inc.","Dr. Roscoe C. Brown, Jr., artists Romare Bearden and John Roden, and sponsor Larry Wilson discuss the Brooklyn Museum of Art's exhibition <emph render=""italic"">Two Centuries of Black American Art</emph>.",1977-07-28,Allison Chomet,Finished
Peale,7574,7579,ORG,RG_9_8_132,"Rhoden, John, Romare Bearden, and Larry Wilson -- A Sculptor, an Artist, and a Representative from Philip Morris, Inc.","Dr. Roscoe C. Brown, Jr., artists Romare Bearden and John Roden, and sponsor Larry Wilson discuss the Brooklyn Museum of Art's exhibition <emph render=""italic"">Two Centuries of Black American Art</emph>.",1977-07-28,Allison Chomet,Finished
Tanner,7634,7640,PERSON,RG_9_8_132,"Rhoden, John, Romare Bearden, and Larry Wilson -- A Sculptor, an Artist, and a Representative from Philip Morris, Inc.","Dr. Roscoe C. Brown, Jr., artists Romare Bearden and John Roden, and sponsor Larry Wilson discuss the Brooklyn Museum of Art's exhibition <emph render=""italic"">Two Centuries of Black American Art</emph>.",1977-07-28,Allison Chomet,Finished
Edmonia Lewis,7702,7715,PERSON,RG_9_8_132,"Rhoden, John, Romare Bearden, and Larry Wilson -- A Sculptor, an Artist, and a Representative from Philip Morris, Inc.","Dr. Roscoe C. Brown, Jr., artists Romare Bearden and John Roden, and sponsor Larry Wilson discuss the Brooklyn Museum of Art's exhibition <emph render=""italic"">Two Centuries of Black American Art</emph>.",1977-07-28,Allison Chomet,Finished
Duncanson,7749,7758,ORG,RG_9_8_132,"Rhoden, John, Romare Bearden, and Larry Wilson -- A Sculptor, an Artist, and a Representative from Philip Morris, Inc.","Dr. Roscoe C. Brown, Jr., artists Romare Bearden and John Roden, and sponsor Larry Wilson discuss the Brooklyn Museum of Art's exhibition <emph render=""italic"">Two Centuries of Black American Art</emph>.",1977-07-28,Allison Chomet,Finished
the Hudson River School of landscape,7777,7813,ORG,RG_9_8_132,"Rhoden, John, Romare Bearden, and Larry Wilson -- A Sculptor, an Artist, and a Representative from Philip Morris, Inc.","Dr. Roscoe C. Brown, Jr., artists Romare Bearden and John Roden, and sponsor Larry Wilson discuss the Brooklyn Museum of Art's exhibition <emph render=""italic"">Two Centuries of Black American Art</emph>.",1977-07-28,Allison Chomet,Finished
John Rhoden,7822,7833,PERSON,RG_9_8_132,"Rhoden, John, Romare Bearden, and Larry Wilson -- A Sculptor, an Artist, and a Representative from Philip Morris, Inc.","Dr. Roscoe C. Brown, Jr., artists Romare Bearden and John Roden, and sponsor Larry Wilson discuss the Brooklyn Museum of Art's exhibition <emph render=""italic"">Two Centuries of Black American Art</emph>.",1977-07-28,Allison Chomet,Finished
Jake Lawrence,8004,8017,PERSON,RG_9_8_132,"Rhoden, John, Romare Bearden, and Larry Wilson -- A Sculptor, an Artist, and a Representative from Philip Morris, Inc.","Dr. Roscoe C. Brown, Jr., artists Romare Bearden and John Roden, and sponsor Larry Wilson discuss the Brooklyn Museum of Art's exhibition <emph render=""italic"">Two Centuries of Black American Art</emph>.",1977-07-28,Allison Chomet,Finished
Jacob Lawrence,8019,8033,PERSON,RG_9_8_132,"Rhoden, John, Romare Bearden, and Larry Wilson -- A Sculptor, an Artist, and a Representative from Philip Morris, Inc.","Dr. Roscoe C. Brown, Jr., artists Romare Bearden and John Roden, and sponsor Larry Wilson discuss the Brooklyn Museum of Art's exhibition <emph render=""italic"">Two Centuries of Black American Art</emph>.",1977-07-28,Allison Chomet,Finished
Lawrence,8615,8623,PERSON,RG_9_8_132,"Rhoden, John, Romare Bearden, and Larry Wilson -- A Sculptor, an Artist, and a Representative from Philip Morris, Inc.","Dr. Roscoe C. Brown, Jr., artists Romare Bearden and John Roden, and sponsor Larry Wilson discuss the Brooklyn Museum of Art's exhibition <emph render=""italic"">Two Centuries of Black American Art</emph>.",1977-07-28,Allison Chomet,Finished
Henry O. Tanner,8967,8982,PERSON,RG_9_8_132,"Rhoden, John, Romare Bearden, and Larry Wilson -- A Sculptor, an Artist, and a Representative from Philip Morris, Inc.","Dr. Roscoe C. Brown, Jr., artists Romare Bearden and John Roden, and sponsor Larry Wilson discuss the Brooklyn Museum of Art's exhibition <emph render=""italic"">Two Centuries of Black American Art</emph>.",1977-07-28,Allison Chomet,Finished
Horace Pippen,9008,9021,PERSON,RG_9_8_132,"Rhoden, John, Romare Bearden, and Larry Wilson -- A Sculptor, an Artist, and a Representative from Philip Morris, Inc.","Dr. Roscoe C. Brown, Jr., artists Romare Bearden and John Roden, and sponsor Larry Wilson discuss the Brooklyn Museum of Art's exhibition <emph render=""italic"">Two Centuries of Black American Art</emph>.",1977-07-28,Allison Chomet,Finished
Larry Wilson,9315,9327,PERSON,RG_9_8_132,"Rhoden, John, Romare Bearden, and Larry Wilson -- A Sculptor, an Artist, and a Representative from Philip Morris, Inc.","Dr. Roscoe C. Brown, Jr., artists Romare Bearden and John Roden, and sponsor Larry Wilson discuss the Brooklyn Museum of Art's exhibition <emph render=""italic"">Two Centuries of Black American Art</emph>.",1977-07-28,Allison Chomet,Finished
Philip Morris,9392,9405,ORG,RG_9_8_132,"Rhoden, John, Romare Bearden, and Larry Wilson -- A Sculptor, an Artist, and a Representative from Philip Morris, Inc.","Dr. Roscoe C. Brown, Jr., artists Romare Bearden and John Roden, and sponsor Larry Wilson discuss the Brooklyn Museum of Art's exhibition <emph render=""italic"">Two Centuries of Black American Art</emph>.",1977-07-28,Allison Chomet,Finished
David,10310,10315,PERSON,RG_9_8_132,"Rhoden, John, Romare Bearden, and Larry Wilson -- A Sculptor, an Artist, and a Representative from Philip Morris, Inc.","Dr. Roscoe C. Brown, Jr., artists Romare Bearden and John Roden, and sponsor Larry Wilson discuss the Brooklyn Museum of Art's exhibition <emph render=""italic"">Two Centuries of Black American Art</emph>.",1977-07-28,Allison Chomet,Finished
the Negro Renaissance,11252,11273,ORG,RG_9_8_132,"Rhoden, John, Romare Bearden, and Larry Wilson -- A Sculptor, an Artist, and a Representative from Philip Morris, Inc.","Dr. Roscoe C. Brown, Jr., artists Romare Bearden and John Roden, and sponsor Larry Wilson discuss the Brooklyn Museum of Art's exhibition <emph render=""italic"">Two Centuries of Black American Art</emph>.",1977-07-28,Allison Chomet,Finished
Philip Morris,11304,11317,ORG,RG_9_8_132,"Rhoden, John, Romare Bearden, and Larry Wilson -- A Sculptor, an Artist, and a Representative from Philip Morris, Inc.","Dr. Roscoe C. Brown, Jr., artists Romare Bearden and John Roden, and sponsor Larry Wilson discuss the Brooklyn Museum of Art's exhibition <emph render=""italic"">Two Centuries of Black American Art</emph>.",1977-07-28,Allison Chomet,Finished
Cezanne,11839,11846,PERSON,RG_9_8_132,"Rhoden, John, Romare Bearden, and Larry Wilson -- A Sculptor, an Artist, and a Representative from Philip Morris, Inc.","Dr. Roscoe C. Brown, Jr., artists Romare Bearden and John Roden, and sponsor Larry Wilson discuss the Brooklyn Museum of Art's exhibition <emph render=""italic"">Two Centuries of Black American Art</emph>.",1977-07-28,Allison Chomet,Finished
John,12269,12273,PERSON,RG_9_8_132,"Rhoden, John, Romare Bearden, and Larry Wilson -- A Sculptor, an Artist, and a Representative from Philip Morris, Inc.","Dr. Roscoe C. Brown, Jr., artists Romare Bearden and John Roden, and sponsor Larry Wilson discuss the Brooklyn Museum of Art's exhibition <emph render=""italic"">Two Centuries of Black American Art</emph>.",1977-07-28,Allison Chomet,Finished
the Art Students League,12742,12765,ORG,RG_9_8_132,"Rhoden, John, Romare Bearden, and Larry Wilson -- A Sculptor, an Artist, and a Representative from Philip Morris, Inc.","Dr. Roscoe C. Brown, Jr., artists Romare Bearden and John Roden, and sponsor Larry Wilson discuss the Brooklyn Museum of Art's exhibition <emph render=""italic"">Two Centuries of Black American Art</emph>.",1977-07-28,Allison Chomet,Finished
the Chicago Art Institute,12767,12792,ORG,RG_9_8_132,"Rhoden, John, Romare Bearden, and Larry Wilson -- A Sculptor, an Artist, and a Representative from Philip Morris, Inc.","Dr. Roscoe C. Brown, Jr., artists Romare Bearden and John Roden, and sponsor Larry Wilson discuss the Brooklyn Museum of Art's exhibition <emph render=""italic"">Two Centuries of Black American Art</emph>.",1977-07-28,Allison Chomet,Finished
Sam Gilliam,13573,13584,PERSON,RG_9_8_132,"Rhoden, John, Romare Bearden, and Larry Wilson -- A Sculptor, an Artist, and a Representative from Philip Morris, Inc.","Dr. Roscoe C. Brown, Jr., artists Romare Bearden and John Roden, and sponsor Larry Wilson discuss the Brooklyn Museum of Art's exhibition <emph render=""italic"">Two Centuries of Black American Art</emph>.",1977-07-28,Allison Chomet,Finished
the Brooklyn Museum,14118,14137,ORG,RG_9_8_132,"Rhoden, John, Romare Bearden, and Larry Wilson -- A Sculptor, an Artist, and a Representative from Philip Morris, Inc.","Dr. Roscoe C. Brown, Jr., artists Romare Bearden and John Roden, and sponsor Larry Wilson discuss the Brooklyn Museum of Art's exhibition <emph render=""italic"">Two Centuries of Black American Art</emph>.",1977-07-28,Allison Chomet,Finished
Romare,14261,14267,PERSON,RG_9_8_132,"Rhoden, John, Romare Bearden, and Larry Wilson -- A Sculptor, an Artist, and a Representative from Philip Morris, Inc.","Dr. Roscoe C. Brown, Jr., artists Romare Bearden and John Roden, and sponsor Larry Wilson discuss the Brooklyn Museum of Art's exhibition <emph render=""italic"">Two Centuries of Black American Art</emph>.",1977-07-28,Allison Chomet,Finished
David Driscoll,14464,14478,PERSON,RG_9_8_132,"Rhoden, John, Romare Bearden, and Larry Wilson -- A Sculptor, an Artist, and a Representative from Philip Morris, Inc.","Dr. Roscoe C. Brown, Jr., artists Romare Bearden and John Roden, and sponsor Larry Wilson discuss the Brooklyn Museum of Art's exhibition <emph render=""italic"">Two Centuries of Black American Art</emph>.",1977-07-28,Allison Chomet,Finished
David,14501,14506,PERSON,RG_9_8_132,"Rhoden, John, Romare Bearden, and Larry Wilson -- A Sculptor, an Artist, and a Representative from Philip Morris, Inc.","Dr. Roscoe C. Brown, Jr., artists Romare Bearden and John Roden, and sponsor Larry Wilson discuss the Brooklyn Museum of Art's exhibition <emph render=""italic"">Two Centuries of Black American Art</emph>.",1977-07-28,Allison Chomet,Finished
Carl Greene,14570,14581,PERSON,RG_9_8_132,"Rhoden, John, Romare Bearden, and Larry Wilson -- A Sculptor, an Artist, and a Representative from Philip Morris, Inc.","Dr. Roscoe C. Brown, Jr., artists Romare Bearden and John Roden, and sponsor Larry Wilson discuss the Brooklyn Museum of Art's exhibition <emph render=""italic"">Two Centuries of Black American Art</emph>.",1977-07-28,Allison Chomet,Finished
John,14823,14827,PERSON,RG_9_8_132,"Rhoden, John, Romare Bearden, and Larry Wilson -- A Sculptor, an Artist, and a Representative from Philip Morris, Inc.","Dr. Roscoe C. Brown, Jr., artists Romare Bearden and John Roden, and sponsor Larry Wilson discuss the Brooklyn Museum of Art's exhibition <emph render=""italic"">Two Centuries of Black American Art</emph>.",1977-07-28,Allison Chomet,Finished
Richard Hunt,15395,15407,PERSON,RG_9_8_132,"Rhoden, John, Romare Bearden, and Larry Wilson -- A Sculptor, an Artist, and a Representative from Philip Morris, Inc.","Dr. Roscoe C. Brown, Jr., artists Romare Bearden and John Roden, and sponsor Larry Wilson discuss the Brooklyn Museum of Art's exhibition <emph render=""italic"">Two Centuries of Black American Art</emph>.",1977-07-28,Allison Chomet,Finished
Gilliam,15412,15419,PERSON,RG_9_8_132,"Rhoden, John, Romare Bearden, and Larry Wilson -- A Sculptor, an Artist, and a Representative from Philip Morris, Inc.","Dr. Roscoe C. Brown, Jr., artists Romare Bearden and John Roden, and sponsor Larry Wilson discuss the Brooklyn Museum of Art's exhibition <emph render=""italic"">Two Centuries of Black American Art</emph>.",1977-07-28,Allison Chomet,Finished
Dana Chandler,15816,15829,PERSON,RG_9_8_132,"Rhoden, John, Romare Bearden, and Larry Wilson -- A Sculptor, an Artist, and a Representative from Philip Morris, Inc.","Dr. Roscoe C. Brown, Jr., artists Romare Bearden and John Roden, and sponsor Larry Wilson discuss the Brooklyn Museum of Art's exhibition <emph render=""italic"">Two Centuries of Black American Art</emph>.",1977-07-28,Allison Chomet,Finished
Vincent Smith,16084,16097,PERSON,RG_9_8_132,"Rhoden, John, Romare Bearden, and Larry Wilson -- A Sculptor, an Artist, and a Representative from Philip Morris, Inc.","Dr. Roscoe C. Brown, Jr., artists Romare Bearden and John Roden, and sponsor Larry Wilson discuss the Brooklyn Museum of Art's exhibition <emph render=""italic"">Two Centuries of Black American Art</emph>.",1977-07-28,Allison Chomet,Finished
Philip Morris,16395,16408,ORG,RG_9_8_132,"Rhoden, John, Romare Bearden, and Larry Wilson -- A Sculptor, an Artist, and a Representative from Philip Morris, Inc.","Dr. Roscoe C. Brown, Jr., artists Romare Bearden and John Roden, and sponsor Larry Wilson discuss the Brooklyn Museum of Art's exhibition <emph render=""italic"">Two Centuries of Black American Art</emph>.",1977-07-28,Allison Chomet,Finished
John Rhoden,16809,16820,PERSON,RG_9_8_132,"Rhoden, John, Romare Bearden, and Larry Wilson -- A Sculptor, an Artist, and a Representative from Philip Morris, Inc.","Dr. Roscoe C. Brown, Jr., artists Romare Bearden and John Roden, and sponsor Larry Wilson discuss the Brooklyn Museum of Art's exhibition <emph render=""italic"">Two Centuries of Black American Art</emph>.",1977-07-28,Allison Chomet,Finished
Romare Bearden,16822,16836,PERSON,RG_9_8_132,"Rhoden, John, Romare Bearden, and Larry Wilson -- A Sculptor, an Artist, and a Representative from Philip Morris, Inc.","Dr. Roscoe C. Brown, Jr., artists Romare Bearden and John Roden, and sponsor Larry Wilson discuss the Brooklyn Museum of Art's exhibition <emph render=""italic"">Two Centuries of Black American Art</emph>.",1977-07-28,Allison Chomet,Finished
Larry Wilson,16841,16853,PERSON,RG_9_8_132,"Rhoden, John, Romare Bearden, and Larry Wilson -- A Sculptor, an Artist, and a Representative from Philip Morris, Inc.","Dr. Roscoe C. Brown, Jr., artists Romare Bearden and John Roden, and sponsor Larry Wilson discuss the Brooklyn Museum of Art's exhibition <emph render=""italic"">Two Centuries of Black American Art</emph>.",1977-07-28,Allison Chomet,Finished
the Brooklyn Museum,16926,16945,ORG,RG_9_8_132,"Rhoden, John, Romare Bearden, and Larry Wilson -- A Sculptor, an Artist, and a Representative from Philip Morris, Inc.","Dr. Roscoe C. Brown, Jr., artists Romare Bearden and John Roden, and sponsor Larry Wilson discuss the Brooklyn Museum of Art's exhibition <emph render=""italic"">Two Centuries of Black American Art</emph>.",1977-07-28,Allison Chomet,Finished
John,17744,17748,PERSON,RG_9_8_132,"Rhoden, John, Romare Bearden, and Larry Wilson -- A Sculptor, an Artist, and a Representative from Philip Morris, Inc.","Dr. Roscoe C. Brown, Jr., artists Romare Bearden and John Roden, and sponsor Larry Wilson discuss the Brooklyn Museum of Art's exhibition <emph render=""italic"">Two Centuries of Black American Art</emph>.",1977-07-28,Allison Chomet,Finished
Romare,17768,17774,PERSON,RG_9_8_132,"Rhoden, John, Romare Bearden, and Larry Wilson -- A Sculptor, an Artist, and a Representative from Philip Morris, Inc.","Dr. Roscoe C. Brown, Jr., artists Romare Bearden and John Roden, and sponsor Larry Wilson discuss the Brooklyn Museum of Art's exhibition <emph render=""italic"">Two Centuries of Black American Art</emph>.",1977-07-28,Allison Chomet,Finished
Romare,19504,19510,PERSON,RG_9_8_132,"Rhoden, John, Romare Bearden, and Larry Wilson -- A Sculptor, an Artist, and a Representative from Philip Morris, Inc.","Dr. Roscoe C. Brown, Jr., artists Romare Bearden and John Roden, and sponsor Larry Wilson discuss the Brooklyn Museum of Art's exhibition <emph render=""italic"">Two Centuries of Black American Art</emph>.",1977-07-28,Allison Chomet,Finished
Larry,19530,19535,PERSON,RG_9_8_132,"Rhoden, John, Romare Bearden, and Larry Wilson -- A Sculptor, an Artist, and a Representative from Philip Morris, Inc.","Dr. Roscoe C. Brown, Jr., artists Romare Bearden and John Roden, and sponsor Larry Wilson discuss the Brooklyn Museum of Art's exhibition <emph render=""italic"">Two Centuries of Black American Art</emph>.",1977-07-28,Allison Chomet,Finished
Romare,19537,19543,PERSON,RG_9_8_132,"Rhoden, John, Romare Bearden, and Larry Wilson -- A Sculptor, an Artist, and a Representative from Philip Morris, Inc.","Dr. Roscoe C. Brown, Jr., artists Romare Bearden and John Roden, and sponsor Larry Wilson discuss the Brooklyn Museum of Art's exhibition <emph render=""italic"">Two Centuries of Black American Art</emph>.",1977-07-28,Allison Chomet,Finished
John,19598,19602,PERSON,RG_9_8_132,"Rhoden, John, Romare Bearden, and Larry Wilson -- A Sculptor, an Artist, and a Representative from Philip Morris, Inc.","Dr. Roscoe C. Brown, Jr., artists Romare Bearden and John Roden, and sponsor Larry Wilson discuss the Brooklyn Museum of Art's exhibition <emph render=""italic"">Two Centuries of Black American Art</emph>.",1977-07-28,Allison Chomet,Finished
Bedford-Stuyvesant,19747,19765,ORG,RG_9_8_132,"Rhoden, John, Romare Bearden, and Larry Wilson -- A Sculptor, an Artist, and a Representative from Philip Morris, Inc.","Dr. Roscoe C. Brown, Jr., artists Romare Bearden and John Roden, and sponsor Larry Wilson discuss the Brooklyn Museum of Art's exhibition <emph render=""italic"">Two Centuries of Black American Art</emph>.",1977-07-28,Allison Chomet,Finished
Larry,20234,20239,PERSON,RG_9_8_132,"Rhoden, John, Romare Bearden, and Larry Wilson -- A Sculptor, an Artist, and a Representative from Philip Morris, Inc.","Dr. Roscoe C. Brown, Jr., artists Romare Bearden and John Roden, and sponsor Larry Wilson discuss the Brooklyn Museum of Art's exhibition <emph render=""italic"">Two Centuries of Black American Art</emph>.",1977-07-28,Allison Chomet,Finished
Romare,22304,22310,PERSON,RG_9_8_132,"Rhoden, John, Romare Bearden, and Larry Wilson -- A Sculptor, an Artist, and a Representative from Philip Morris, Inc.","Dr. Roscoe C. Brown, Jr., artists Romare Bearden and John Roden, and sponsor Larry Wilson discuss the Brooklyn Museum of Art's exhibition <emph render=""italic"">Two Centuries of Black American Art</emph>.",1977-07-28,Allison Chomet,Finished
John,22320,22324,PERSON,RG_9_8_132,"Rhoden, John, Romare Bearden, and Larry Wilson -- A Sculptor, an Artist, and a Representative from Philip Morris, Inc.","Dr. Roscoe C. Brown, Jr., artists Romare Bearden and John Roden, and sponsor Larry Wilson discuss the Brooklyn Museum of Art's exhibition <emph render=""italic"">Two Centuries of Black American Art</emph>.",1977-07-28,Allison Chomet,Finished
Al,22474,22476,PERSON,RG_9_8_132,"Rhoden, John, Romare Bearden, and Larry Wilson -- A Sculptor, an Artist, and a Representative from Philip Morris, Inc.","Dr. Roscoe C. Brown, Jr., artists Romare Bearden and John Roden, and sponsor Larry Wilson discuss the Brooklyn Museum of Art's exhibition <emph render=""italic"">Two Centuries of Black American Art</emph>.",1977-07-28,Allison Chomet,Finished
John,22940,22944,PERSON,RG_9_8_132,"Rhoden, John, Romare Bearden, and Larry Wilson -- A Sculptor, an Artist, and a Representative from Philip Morris, Inc.","Dr. Roscoe C. Brown, Jr., artists Romare Bearden and John Roden, and sponsor Larry Wilson discuss the Brooklyn Museum of Art's exhibition <emph render=""italic"">Two Centuries of Black American Art</emph>.",1977-07-28,Allison Chomet,Finished
Larry Wilson,23295,23307,PERSON,RG_9_8_132,"Rhoden, John, Romare Bearden, and Larry Wilson -- A Sculptor, an Artist, and a Representative from Philip Morris, Inc.","Dr. Roscoe C. Brown, Jr., artists Romare Bearden and John Roden, and sponsor Larry Wilson discuss the Brooklyn Museum of Art's exhibition <emph render=""italic"">Two Centuries of Black American Art</emph>.",1977-07-28,Allison Chomet,Finished
Phillip Morris,23312,23326,PERSON,RG_9_8_132,"Rhoden, John, Romare Bearden, and Larry Wilson -- A Sculptor, an Artist, and a Representative from Philip Morris, Inc.","Dr. Roscoe C. Brown, Jr., artists Romare Bearden and John Roden, and sponsor Larry Wilson discuss the Brooklyn Museum of Art's exhibition <emph render=""italic"">Two Centuries of Black American Art</emph>.",1977-07-28,Allison Chomet,Finished
Philip Morris,23367,23380,ORG,RG_9_8_132,"Rhoden, John, Romare Bearden, and Larry Wilson -- A Sculptor, an Artist, and a Representative from Philip Morris, Inc.","Dr. Roscoe C. Brown, Jr., artists Romare Bearden and John Roden, and sponsor Larry Wilson discuss the Brooklyn Museum of Art's exhibition <emph render=""italic"">Two Centuries of Black American Art</emph>.",1977-07-28,Allison Chomet,Finished
the Brooklyn Museum,23646,23665,ORG,RG_9_8_132,"Rhoden, John, Romare Bearden, and Larry Wilson -- A Sculptor, an Artist, and a Representative from Philip Morris, Inc.","Dr. Roscoe C. Brown, Jr., artists Romare Bearden and John Roden, and sponsor Larry Wilson discuss the Brooklyn Museum of Art's exhibition <emph render=""italic"">Two Centuries of Black American Art</emph>.",1977-07-28,Allison Chomet,Finished
John Rhoden,23784,23795,PERSON,RG_9_8_132,"Rhoden, John, Romare Bearden, and Larry Wilson -- A Sculptor, an Artist, and a Representative from Philip Morris, Inc.","Dr. Roscoe C. Brown, Jr., artists Romare Bearden and John Roden, and sponsor Larry Wilson discuss the Brooklyn Museum of Art's exhibition <emph render=""italic"">Two Centuries of Black American Art</emph>.",1977-07-28,Allison Chomet,Finished
Romare Bearden,23807,23821,PERSON,RG_9_8_132,"Rhoden, John, Romare Bearden, and Larry Wilson -- A Sculptor, an Artist, and a Representative from Philip Morris, Inc.","Dr. Roscoe C. Brown, Jr., artists Romare Bearden and John Roden, and sponsor Larry Wilson discuss the Brooklyn Museum of Art's exhibition <emph render=""italic"">Two Centuries of Black American Art</emph>.",1977-07-28,Allison Chomet,Finished
Larry Wilson,23835,23847,PERSON,RG_9_8_132,"Rhoden, John, Romare Bearden, and Larry Wilson -- A Sculptor, an Artist, and a Representative from Philip Morris, Inc.","Dr. Roscoe C. Brown, Jr., artists Romare Bearden and John Roden, and sponsor Larry Wilson discuss the Brooklyn Museum of Art's exhibition <emph render=""italic"">Two Centuries of Black American Art</emph>.",1977-07-28,Allison Chomet,Finished
Philip Morris,23874,23887,ORG,RG_9_8_132,"Rhoden, John, Romare Bearden, and Larry Wilson -- A Sculptor, an Artist, and a Representative from Philip Morris, Inc.","Dr. Roscoe C. Brown, Jr., artists Romare Bearden and John Roden, and sponsor Larry Wilson discuss the Brooklyn Museum of Art's exhibition <emph render=""italic"">Two Centuries of Black American Art</emph>.",1977-07-28,Allison Chomet,Finished
the Institute of Afro-American Affairs,24056,24094,ORG,RG_9_8_132,"Rhoden, John, Romare Bearden, and Larry Wilson -- A Sculptor, an Artist, and a Representative from Philip Morris, Inc.","Dr. Roscoe C. Brown, Jr., artists Romare Bearden and John Roden, and sponsor Larry Wilson discuss the Brooklyn Museum of Art's exhibition <emph render=""italic"">Two Centuries of Black American Art</emph>.",1977-07-28,Allison Chomet,Finished
